TRAINING_STARTED 2025-08-14 13:57:00
STEP 649 EPOCH 1.11
STEP 650 EPOCH 1.11
LOG loss=0.1386, grad_norm=36.35777282714844, learning_rate=2.408831908831909e-05, epoch=1.1111111111111112
STEP 651 EPOCH 1.11
STEP 652 EPOCH 1.11
STEP 653 EPOCH 1.12
STEP 654 EPOCH 1.12
STEP 655 EPOCH 1.12
STEP 656 EPOCH 1.12
STEP 657 EPOCH 1.12
STEP 658 EPOCH 1.12
STEP 659 EPOCH 1.13
STEP 660 EPOCH 1.13
LOG loss=0.014, grad_norm=11.24629020690918, learning_rate=2.3945868945868946e-05, epoch=1.1282051282051282
STEP 661 EPOCH 1.13
STEP 662 EPOCH 1.13
STEP 663 EPOCH 1.13
STEP 664 EPOCH 1.14
STEP 665 EPOCH 1.14
STEP 666 EPOCH 1.14
STEP 667 EPOCH 1.14
STEP 668 EPOCH 1.14
STEP 669 EPOCH 1.14
STEP 670 EPOCH 1.15
LOG loss=0.4214, grad_norm=0.6630836129188538, learning_rate=2.3803418803418806e-05, epoch=1.1452991452991452
STEP 671 EPOCH 1.15
STEP 672 EPOCH 1.15
STEP 673 EPOCH 1.15
STEP 674 EPOCH 1.15
STEP 675 EPOCH 1.15
STEP 676 EPOCH 1.16
STEP 677 EPOCH 1.16
STEP 678 EPOCH 1.16
STEP 679 EPOCH 1.16
STEP 680 EPOCH 1.16
LOG loss=0.1175, grad_norm=1.0189111232757568, learning_rate=2.3660968660968664e-05, epoch=1.1623931623931625
STEP 681 EPOCH 1.16
STEP 682 EPOCH 1.17
STEP 683 EPOCH 1.17
STEP 684 EPOCH 1.17
STEP 685 EPOCH 1.17
STEP 686 EPOCH 1.17
STEP 687 EPOCH 1.17
STEP 688 EPOCH 1.18
STEP 689 EPOCH 1.18
STEP 690 EPOCH 1.18
LOG loss=0.1241, grad_norm=8.405131340026855, learning_rate=2.351851851851852e-05, epoch=1.1794871794871795
STEP 691 EPOCH 1.18
STEP 692 EPOCH 1.18
STEP 693 EPOCH 1.18
STEP 694 EPOCH 1.19
STEP 695 EPOCH 1.19
STEP 696 EPOCH 1.19
STEP 697 EPOCH 1.19
STEP 698 EPOCH 1.19
STEP 699 EPOCH 1.19
STEP 700 EPOCH 1.20
LOG loss=0.3179, grad_norm=0.01026555709540844, learning_rate=2.337606837606838e-05, epoch=1.1965811965811965
STEP 701 EPOCH 1.20
STEP 702 EPOCH 1.20
STEP 703 EPOCH 1.20
STEP 704 EPOCH 1.20
STEP 705 EPOCH 1.21
STEP 706 EPOCH 1.21
STEP 707 EPOCH 1.21
STEP 708 EPOCH 1.21
STEP 709 EPOCH 1.21
STEP 710 EPOCH 1.21
LOG loss=0.0904, grad_norm=29.821269989013672, learning_rate=2.3233618233618236e-05, epoch=1.2136752136752136
STEP 711 EPOCH 1.22
STEP 712 EPOCH 1.22
STEP 713 EPOCH 1.22
STEP 714 EPOCH 1.22
STEP 715 EPOCH 1.22
STEP 716 EPOCH 1.22
STEP 717 EPOCH 1.23
STEP 718 EPOCH 1.23
STEP 719 EPOCH 1.23
STEP 720 EPOCH 1.23
LOG loss=0.0913, grad_norm=0.4906918704509735, learning_rate=2.3091168091168093e-05, epoch=1.2307692307692308
STEP 721 EPOCH 1.23
STEP 722 EPOCH 1.23
STEP 723 EPOCH 1.24
STEP 724 EPOCH 1.24
STEP 725 EPOCH 1.24
STEP 726 EPOCH 1.24
STEP 727 EPOCH 1.24
STEP 728 EPOCH 1.24
STEP 729 EPOCH 1.25
STEP 730 EPOCH 1.25
LOG loss=0.205, grad_norm=3.1657471656799316, learning_rate=2.2948717948717947e-05, epoch=1.2478632478632479
STEP 731 EPOCH 1.25
STEP 732 EPOCH 1.25
STEP 733 EPOCH 1.25
STEP 734 EPOCH 1.25
STEP 735 EPOCH 1.26
STEP 736 EPOCH 1.26
STEP 737 EPOCH 1.26
STEP 738 EPOCH 1.26
STEP 739 EPOCH 1.26
STEP 740 EPOCH 1.26
LOG loss=0.23, grad_norm=0.07707114517688751, learning_rate=2.2806267806267805e-05, epoch=1.264957264957265
STEP 741 EPOCH 1.27
STEP 742 EPOCH 1.27
STEP 743 EPOCH 1.27
STEP 744 EPOCH 1.27
STEP 745 EPOCH 1.27
STEP 746 EPOCH 1.28
STEP 747 EPOCH 1.28
STEP 748 EPOCH 1.28
STEP 749 EPOCH 1.28
STEP 750 EPOCH 1.28
LOG loss=0.1146, grad_norm=0.119752436876297, learning_rate=2.2663817663817662e-05, epoch=1.282051282051282
STEP 751 EPOCH 1.28
STEP 752 EPOCH 1.29
STEP 753 EPOCH 1.29
STEP 754 EPOCH 1.29
STEP 755 EPOCH 1.29
STEP 756 EPOCH 1.29
STEP 757 EPOCH 1.29
STEP 758 EPOCH 1.30
STEP 759 EPOCH 1.30
STEP 760 EPOCH 1.30
LOG loss=0.1076, grad_norm=0.012502512894570827, learning_rate=2.252136752136752e-05, epoch=1.2991452991452992
STEP 761 EPOCH 1.30
STEP 762 EPOCH 1.30
STEP 763 EPOCH 1.30
STEP 764 EPOCH 1.31
STEP 765 EPOCH 1.31
STEP 766 EPOCH 1.31
STEP 767 EPOCH 1.31
STEP 768 EPOCH 1.31
STEP 769 EPOCH 1.31
STEP 770 EPOCH 1.32
LOG loss=0.0512, grad_norm=8.044563293457031, learning_rate=2.2378917378917377e-05, epoch=1.3162393162393162
STEP 771 EPOCH 1.32
STEP 772 EPOCH 1.32
STEP 773 EPOCH 1.32
STEP 774 EPOCH 1.32
STEP 775 EPOCH 1.32
STEP 776 EPOCH 1.33
STEP 777 EPOCH 1.33
STEP 778 EPOCH 1.33
STEP 779 EPOCH 1.33
STEP 780 EPOCH 1.33
LOG loss=0.2158, grad_norm=6.989441394805908, learning_rate=2.2236467236467238e-05, epoch=1.3333333333333333
STEP 781 EPOCH 1.34
STEP 782 EPOCH 1.34
STEP 783 EPOCH 1.34
STEP 784 EPOCH 1.34
STEP 785 EPOCH 1.34
STEP 786 EPOCH 1.34
STEP 787 EPOCH 1.35
STEP 788 EPOCH 1.35
STEP 789 EPOCH 1.35
STEP 790 EPOCH 1.35
LOG loss=0.2086, grad_norm=55.741943359375, learning_rate=2.2094017094017095e-05, epoch=1.3504273504273505
STEP 791 EPOCH 1.35
STEP 792 EPOCH 1.35
STEP 793 EPOCH 1.36
STEP 794 EPOCH 1.36
STEP 795 EPOCH 1.36
STEP 796 EPOCH 1.36
STEP 797 EPOCH 1.36
STEP 798 EPOCH 1.36
STEP 799 EPOCH 1.37
STEP 800 EPOCH 1.37
LOG loss=0.0599, grad_norm=15.829954147338867, learning_rate=2.1951566951566952e-05, epoch=1.3675213675213675
STEP 801 EPOCH 1.37
STEP 802 EPOCH 1.37
STEP 803 EPOCH 1.37
STEP 804 EPOCH 1.37
STEP 805 EPOCH 1.38
STEP 806 EPOCH 1.38
STEP 807 EPOCH 1.38
STEP 808 EPOCH 1.38
STEP 809 EPOCH 1.38
STEP 810 EPOCH 1.38
LOG loss=0.024, grad_norm=0.014563580974936485, learning_rate=2.180911680911681e-05, epoch=1.3846153846153846
STEP 811 EPOCH 1.39
STEP 812 EPOCH 1.39
STEP 813 EPOCH 1.39
STEP 814 EPOCH 1.39
STEP 815 EPOCH 1.39
STEP 816 EPOCH 1.39
STEP 817 EPOCH 1.40
STEP 818 EPOCH 1.40
STEP 819 EPOCH 1.40
STEP 820 EPOCH 1.40
LOG loss=0.2807, grad_norm=14.648417472839355, learning_rate=2.1666666666666667e-05, epoch=1.4017094017094016
STEP 821 EPOCH 1.40
STEP 822 EPOCH 1.41
STEP 823 EPOCH 1.41
STEP 824 EPOCH 1.41
STEP 825 EPOCH 1.41
STEP 826 EPOCH 1.41
STEP 827 EPOCH 1.41
STEP 828 EPOCH 1.42
STEP 829 EPOCH 1.42
STEP 830 EPOCH 1.42
LOG loss=0.5055, grad_norm=121.1635513305664, learning_rate=2.1524216524216524e-05, epoch=1.4188034188034189
STEP 831 EPOCH 1.42
STEP 832 EPOCH 1.42
STEP 833 EPOCH 1.42
STEP 834 EPOCH 1.43
STEP 835 EPOCH 1.43
STEP 836 EPOCH 1.43
STEP 837 EPOCH 1.43
STEP 838 EPOCH 1.43
STEP 839 EPOCH 1.43
STEP 840 EPOCH 1.44
LOG loss=0.2111, grad_norm=0.314946711063385, learning_rate=2.1381766381766382e-05, epoch=1.435897435897436
STEP 841 EPOCH 1.44
STEP 842 EPOCH 1.44
STEP 843 EPOCH 1.44
STEP 844 EPOCH 1.44
STEP 845 EPOCH 1.44
STEP 846 EPOCH 1.45
STEP 847 EPOCH 1.45
STEP 848 EPOCH 1.45
STEP 849 EPOCH 1.45
STEP 850 EPOCH 1.45
LOG loss=0.1372, grad_norm=0.12843471765518188, learning_rate=2.123931623931624e-05, epoch=1.452991452991453
STEP 851 EPOCH 1.45
STEP 852 EPOCH 1.46
STEP 853 EPOCH 1.46
STEP 854 EPOCH 1.46
STEP 855 EPOCH 1.46
STEP 856 EPOCH 1.46
STEP 857 EPOCH 1.46
STEP 858 EPOCH 1.47
STEP 859 EPOCH 1.47
STEP 860 EPOCH 1.47
LOG loss=0.0724, grad_norm=0.8399816751480103, learning_rate=2.1096866096866097e-05, epoch=1.4700854700854702
STEP 861 EPOCH 1.47
STEP 862 EPOCH 1.47
STEP 863 EPOCH 1.48
STEP 864 EPOCH 1.48
STEP 865 EPOCH 1.48
STEP 866 EPOCH 1.48
STEP 867 EPOCH 1.48
STEP 868 EPOCH 1.48
STEP 869 EPOCH 1.49
STEP 870 EPOCH 1.49
LOG loss=0.1976, grad_norm=0.5528720617294312, learning_rate=2.0954415954415954e-05, epoch=1.4871794871794872
STEP 871 EPOCH 1.49
STEP 872 EPOCH 1.49
STEP 873 EPOCH 1.49
STEP 874 EPOCH 1.49
STEP 875 EPOCH 1.50
STEP 876 EPOCH 1.50
STEP 877 EPOCH 1.50
STEP 878 EPOCH 1.50
STEP 879 EPOCH 1.50
STEP 880 EPOCH 1.50
LOG loss=0.0939, grad_norm=0.6978510022163391, learning_rate=2.0811965811965815e-05, epoch=1.5042735042735043
STEP 881 EPOCH 1.51
STEP 882 EPOCH 1.51
STEP 883 EPOCH 1.51
STEP 884 EPOCH 1.51
STEP 885 EPOCH 1.51
STEP 886 EPOCH 1.51
STEP 887 EPOCH 1.52
STEP 888 EPOCH 1.52
STEP 889 EPOCH 1.52
STEP 890 EPOCH 1.52
LOG loss=0.1476, grad_norm=14.824689865112305, learning_rate=2.0669515669515672e-05, epoch=1.5213675213675213
STEP 891 EPOCH 1.52
STEP 892 EPOCH 1.52
STEP 893 EPOCH 1.53
STEP 894 EPOCH 1.53
STEP 895 EPOCH 1.53
STEP 896 EPOCH 1.53
STEP 897 EPOCH 1.53
STEP 898 EPOCH 1.54
STEP 899 EPOCH 1.54
STEP 900 EPOCH 1.54
LOG loss=0.0537, grad_norm=7.060474872589111, learning_rate=2.052706552706553e-05, epoch=1.5384615384615383
STEP 901 EPOCH 1.54
STEP 902 EPOCH 1.54
STEP 903 EPOCH 1.54
STEP 904 EPOCH 1.55
STEP 905 EPOCH 1.55
STEP 906 EPOCH 1.55
STEP 907 EPOCH 1.55
STEP 908 EPOCH 1.55
STEP 909 EPOCH 1.55
STEP 910 EPOCH 1.56
LOG loss=0.0545, grad_norm=11.464961051940918, learning_rate=2.0384615384615387e-05, epoch=1.5555555555555556
STEP 911 EPOCH 1.56
STEP 912 EPOCH 1.56
STEP 913 EPOCH 1.56
STEP 914 EPOCH 1.56
STEP 915 EPOCH 1.56
STEP 916 EPOCH 1.57
STEP 917 EPOCH 1.57
STEP 918 EPOCH 1.57
STEP 919 EPOCH 1.57
STEP 920 EPOCH 1.57
LOG loss=0.3094, grad_norm=0.33598724007606506, learning_rate=2.0242165242165244e-05, epoch=1.5726495726495726
STEP 921 EPOCH 1.57
STEP 922 EPOCH 1.58
STEP 923 EPOCH 1.58
STEP 924 EPOCH 1.58
STEP 925 EPOCH 1.58
STEP 926 EPOCH 1.58
STEP 927 EPOCH 1.58
STEP 928 EPOCH 1.59
STEP 929 EPOCH 1.59
STEP 930 EPOCH 1.59
LOG loss=0.2312, grad_norm=0.14197582006454468, learning_rate=2.00997150997151e-05, epoch=1.5897435897435899
STEP 931 EPOCH 1.59
STEP 932 EPOCH 1.59
STEP 933 EPOCH 1.59
STEP 934 EPOCH 1.60
STEP 935 EPOCH 1.60
STEP 936 EPOCH 1.60
STEP 937 EPOCH 1.60
STEP 938 EPOCH 1.60
STEP 939 EPOCH 1.61
STEP 940 EPOCH 1.61
LOG loss=0.1081, grad_norm=0.14736638963222504, learning_rate=1.995726495726496e-05, epoch=1.606837606837607
STEP 941 EPOCH 1.61
STEP 942 EPOCH 1.61
STEP 943 EPOCH 1.61
STEP 944 EPOCH 1.61
STEP 945 EPOCH 1.62
STEP 946 EPOCH 1.62
STEP 947 EPOCH 1.62
STEP 948 EPOCH 1.62
STEP 949 EPOCH 1.62
STEP 950 EPOCH 1.62
LOG loss=0.1635, grad_norm=10.089132308959961, learning_rate=1.9814814814814816e-05, epoch=1.623931623931624
STEP 951 EPOCH 1.63
STEP 952 EPOCH 1.63
STEP 953 EPOCH 1.63
STEP 954 EPOCH 1.63
STEP 955 EPOCH 1.63
STEP 956 EPOCH 1.63
STEP 957 EPOCH 1.64
STEP 958 EPOCH 1.64
STEP 959 EPOCH 1.64
STEP 960 EPOCH 1.64
LOG loss=0.3134, grad_norm=31.24953269958496, learning_rate=1.9672364672364674e-05, epoch=1.641025641025641
STEP 961 EPOCH 1.64
STEP 962 EPOCH 1.64
STEP 963 EPOCH 1.65
STEP 964 EPOCH 1.65
STEP 965 EPOCH 1.65
STEP 966 EPOCH 1.65
STEP 967 EPOCH 1.65
STEP 968 EPOCH 1.65
STEP 969 EPOCH 1.66
STEP 970 EPOCH 1.66
LOG loss=0.1084, grad_norm=0.22968946397304535, learning_rate=1.9529914529914528e-05, epoch=1.658119658119658
STEP 971 EPOCH 1.66
STEP 972 EPOCH 1.66
STEP 973 EPOCH 1.66
STEP 974 EPOCH 1.66
STEP 975 EPOCH 1.67
STEP 976 EPOCH 1.67
STEP 977 EPOCH 1.67
STEP 978 EPOCH 1.67
STEP 979 EPOCH 1.67
STEP 980 EPOCH 1.68
LOG loss=0.176, grad_norm=0.4277762174606323, learning_rate=1.9387464387464385e-05, epoch=1.6752136752136753
STEP 981 EPOCH 1.68
STEP 982 EPOCH 1.68
STEP 983 EPOCH 1.68
STEP 984 EPOCH 1.68
STEP 985 EPOCH 1.68
STEP 986 EPOCH 1.69
STEP 987 EPOCH 1.69
STEP 988 EPOCH 1.69
STEP 989 EPOCH 1.69
STEP 990 EPOCH 1.69
LOG loss=0.0534, grad_norm=1.0246756076812744, learning_rate=1.9245014245014246e-05, epoch=1.6923076923076923
STEP 991 EPOCH 1.69
STEP 992 EPOCH 1.70
STEP 993 EPOCH 1.70
STEP 994 EPOCH 1.70
STEP 995 EPOCH 1.70
STEP 996 EPOCH 1.70
STEP 997 EPOCH 1.70
STEP 998 EPOCH 1.71
STEP 999 EPOCH 1.71
STEP 1000 EPOCH 1.71
LOG loss=0.1204, grad_norm=0.0711313858628273, learning_rate=1.9102564102564103e-05, epoch=1.7094017094017095
STEP 1001 EPOCH 1.71
STEP 1002 EPOCH 1.71
STEP 1003 EPOCH 1.71
STEP 1004 EPOCH 1.72
STEP 1005 EPOCH 1.72
STEP 1006 EPOCH 1.72
STEP 1007 EPOCH 1.72
STEP 1008 EPOCH 1.72
STEP 1009 EPOCH 1.72
STEP 1010 EPOCH 1.73
LOG loss=0.0765, grad_norm=0.09874356538057327, learning_rate=1.896011396011396e-05, epoch=1.7264957264957266
STEP 1011 EPOCH 1.73
STEP 1012 EPOCH 1.73
STEP 1013 EPOCH 1.73
STEP 1014 EPOCH 1.73
STEP 1015 EPOCH 1.74
STEP 1016 EPOCH 1.74
STEP 1017 EPOCH 1.74
STEP 1018 EPOCH 1.74
STEP 1019 EPOCH 1.74
STEP 1020 EPOCH 1.74
LOG loss=0.0971, grad_norm=0.09655403345823288, learning_rate=1.8817663817663818e-05, epoch=1.7435897435897436
STEP 1021 EPOCH 1.75
STEP 1022 EPOCH 1.75
STEP 1023 EPOCH 1.75
STEP 1024 EPOCH 1.75
STEP 1025 EPOCH 1.75
STEP 1026 EPOCH 1.75
STEP 1027 EPOCH 1.76
STEP 1028 EPOCH 1.76
STEP 1029 EPOCH 1.76
STEP 1030 EPOCH 1.76
LOG loss=0.0293, grad_norm=0.17732922732830048, learning_rate=1.8675213675213675e-05, epoch=1.7606837606837606
STEP 1031 EPOCH 1.76
STEP 1032 EPOCH 1.76
STEP 1033 EPOCH 1.77
STEP 1034 EPOCH 1.77
STEP 1035 EPOCH 1.77
STEP 1036 EPOCH 1.77
STEP 1037 EPOCH 1.77
STEP 1038 EPOCH 1.77
STEP 1039 EPOCH 1.78
STEP 1040 EPOCH 1.78
LOG loss=0.1995, grad_norm=0.0009514674893580377, learning_rate=1.8532763532763533e-05, epoch=1.7777777777777777
STEP 1041 EPOCH 1.78
STEP 1042 EPOCH 1.78
STEP 1043 EPOCH 1.78
STEP 1044 EPOCH 1.78
STEP 1045 EPOCH 1.79
STEP 1046 EPOCH 1.79
STEP 1047 EPOCH 1.79
STEP 1048 EPOCH 1.79
STEP 1049 EPOCH 1.79
STEP 1050 EPOCH 1.79
LOG loss=0.0272, grad_norm=0.7829301953315735, learning_rate=1.839031339031339e-05, epoch=1.7948717948717947
STEP 1051 EPOCH 1.80
STEP 1052 EPOCH 1.80
STEP 1053 EPOCH 1.80
STEP 1054 EPOCH 1.80
STEP 1055 EPOCH 1.80
STEP 1056 EPOCH 1.81
STEP 1057 EPOCH 1.81
STEP 1058 EPOCH 1.81
STEP 1059 EPOCH 1.81
STEP 1060 EPOCH 1.81
LOG loss=0.0747, grad_norm=4.014549732208252, learning_rate=1.8247863247863247e-05, epoch=1.811965811965812
STEP 1061 EPOCH 1.81
STEP 1062 EPOCH 1.82
STEP 1063 EPOCH 1.82
STEP 1064 EPOCH 1.82
STEP 1065 EPOCH 1.82
STEP 1066 EPOCH 1.82
STEP 1067 EPOCH 1.82
STEP 1068 EPOCH 1.83
STEP 1069 EPOCH 1.83
STEP 1070 EPOCH 1.83
LOG loss=0.3052, grad_norm=0.009858674369752407, learning_rate=1.8105413105413105e-05, epoch=1.8290598290598292
STEP 1071 EPOCH 1.83
STEP 1072 EPOCH 1.83
STEP 1073 EPOCH 1.83
STEP 1074 EPOCH 1.84
STEP 1075 EPOCH 1.84
STEP 1076 EPOCH 1.84
STEP 1077 EPOCH 1.84
STEP 1078 EPOCH 1.84
STEP 1079 EPOCH 1.84
STEP 1080 EPOCH 1.85
LOG loss=0.1255, grad_norm=0.12991386651992798, learning_rate=1.7962962962962962e-05, epoch=1.8461538461538463
STEP 1081 EPOCH 1.85
STEP 1082 EPOCH 1.85
STEP 1083 EPOCH 1.85
STEP 1084 EPOCH 1.85
STEP 1085 EPOCH 1.85
STEP 1086 EPOCH 1.86
STEP 1087 EPOCH 1.86
STEP 1088 EPOCH 1.86
STEP 1089 EPOCH 1.86
STEP 1090 EPOCH 1.86
LOG loss=0.02, grad_norm=0.3100418448448181, learning_rate=1.782051282051282e-05, epoch=1.8632478632478633
STEP 1091 EPOCH 1.86
STEP 1092 EPOCH 1.87
STEP 1093 EPOCH 1.87
STEP 1094 EPOCH 1.87
STEP 1095 EPOCH 1.87
STEP 1096 EPOCH 1.87
STEP 1097 EPOCH 1.88
STEP 1098 EPOCH 1.88
STEP 1099 EPOCH 1.88
STEP 1100 EPOCH 1.88
LOG loss=0.0434, grad_norm=7.543466091156006, learning_rate=1.767806267806268e-05, epoch=1.8803418803418803
STEP 1101 EPOCH 1.88
STEP 1102 EPOCH 1.88
STEP 1103 EPOCH 1.89
STEP 1104 EPOCH 1.89
STEP 1105 EPOCH 1.89
STEP 1106 EPOCH 1.89
STEP 1107 EPOCH 1.89
STEP 1108 EPOCH 1.89
STEP 1109 EPOCH 1.90
STEP 1110 EPOCH 1.90
LOG loss=0.0694, grad_norm=5.818853855133057, learning_rate=1.7535612535612538e-05, epoch=1.8974358974358974
STEP 1111 EPOCH 1.90
STEP 1112 EPOCH 1.90
STEP 1113 EPOCH 1.90
STEP 1114 EPOCH 1.90
STEP 1115 EPOCH 1.91
STEP 1116 EPOCH 1.91
STEP 1117 EPOCH 1.91
STEP 1118 EPOCH 1.91
STEP 1119 EPOCH 1.91
STEP 1120 EPOCH 1.91
LOG loss=0.0057, grad_norm=0.1430238038301468, learning_rate=1.7393162393162395e-05, epoch=1.9145299145299144
STEP 1121 EPOCH 1.92
STEP 1122 EPOCH 1.92
STEP 1123 EPOCH 1.92
STEP 1124 EPOCH 1.92
STEP 1125 EPOCH 1.92
STEP 1126 EPOCH 1.92
STEP 1127 EPOCH 1.93
STEP 1128 EPOCH 1.93
STEP 1129 EPOCH 1.93
STEP 1130 EPOCH 1.93
LOG loss=0.2214, grad_norm=57.68163299560547, learning_rate=1.7250712250712252e-05, epoch=1.9316239316239316
STEP 1131 EPOCH 1.93
STEP 1132 EPOCH 1.94
STEP 1133 EPOCH 1.94
STEP 1134 EPOCH 1.94
STEP 1135 EPOCH 1.94
STEP 1136 EPOCH 1.94
STEP 1137 EPOCH 1.94
STEP 1138 EPOCH 1.95
STEP 1139 EPOCH 1.95
STEP 1140 EPOCH 1.95
LOG loss=0.0863, grad_norm=0.15849679708480835, learning_rate=1.710826210826211e-05, epoch=1.9487179487179487
STEP 1141 EPOCH 1.95
STEP 1142 EPOCH 1.95
STEP 1143 EPOCH 1.95
STEP 1144 EPOCH 1.96
STEP 1145 EPOCH 1.96
STEP 1146 EPOCH 1.96
STEP 1147 EPOCH 1.96
STEP 1148 EPOCH 1.96
STEP 1149 EPOCH 1.96
STEP 1150 EPOCH 1.97
LOG loss=0.2142, grad_norm=0.3767992854118347, learning_rate=1.6965811965811967e-05, epoch=1.965811965811966
STEP 1151 EPOCH 1.97
STEP 1152 EPOCH 1.97
STEP 1153 EPOCH 1.97
STEP 1154 EPOCH 1.97
STEP 1155 EPOCH 1.97
STEP 1156 EPOCH 1.98
STEP 1157 EPOCH 1.98
STEP 1158 EPOCH 1.98
STEP 1159 EPOCH 1.98
STEP 1160 EPOCH 1.98
LOG loss=0.0853, grad_norm=0.24163700640201569, learning_rate=1.6823361823361824e-05, epoch=1.982905982905983
STEP 1161 EPOCH 1.98
STEP 1162 EPOCH 1.99
STEP 1163 EPOCH 1.99
STEP 1164 EPOCH 1.99
STEP 1165 EPOCH 1.99
STEP 1166 EPOCH 1.99
STEP 1167 EPOCH 1.99
STEP 1168 EPOCH 2.00
STEP 1169 EPOCH 2.00
STEP 1170 EPOCH 2.00
LOG loss=0.0942, grad_norm=0.06400017440319061, learning_rate=1.6680911680911682e-05, epoch=2.0
STEP 1171 EPOCH 2.00
STEP 1172 EPOCH 2.00
STEP 1173 EPOCH 2.01
STEP 1174 EPOCH 2.01
STEP 1175 EPOCH 2.01
STEP 1176 EPOCH 2.01
STEP 1177 EPOCH 2.01
STEP 1178 EPOCH 2.01
STEP 1179 EPOCH 2.02
STEP 1180 EPOCH 2.02
LOG loss=0.1304, grad_norm=0.03497232124209404, learning_rate=1.653846153846154e-05, epoch=2.017094017094017
STEP 1181 EPOCH 2.02
STEP 1182 EPOCH 2.02
STEP 1183 EPOCH 2.02
STEP 1184 EPOCH 2.02
STEP 1185 EPOCH 2.03
STEP 1186 EPOCH 2.03
STEP 1187 EPOCH 2.03
STEP 1188 EPOCH 2.03
STEP 1189 EPOCH 2.03
STEP 1190 EPOCH 2.03
LOG loss=0.0835, grad_norm=0.008276449516415596, learning_rate=1.6396011396011396e-05, epoch=2.034188034188034
STEP 1191 EPOCH 2.04
STEP 1192 EPOCH 2.04
STEP 1193 EPOCH 2.04
STEP 1194 EPOCH 2.04
STEP 1195 EPOCH 2.04
STEP 1196 EPOCH 2.04
STEP 1197 EPOCH 2.05
STEP 1198 EPOCH 2.05
STEP 1199 EPOCH 2.05
STEP 1200 EPOCH 2.05
LOG loss=0.0252, grad_norm=0.06065165624022484, learning_rate=1.6253561253561254e-05, epoch=2.051282051282051
STEP 1201 EPOCH 2.05
STEP 1202 EPOCH 2.05
STEP 1203 EPOCH 2.06
STEP 1204 EPOCH 2.06
STEP 1205 EPOCH 2.06
STEP 1206 EPOCH 2.06
STEP 1207 EPOCH 2.06
STEP 1208 EPOCH 2.06
STEP 1209 EPOCH 2.07
STEP 1210 EPOCH 2.07
LOG loss=0.2076, grad_norm=11.936545372009277, learning_rate=1.6111111111111115e-05, epoch=2.0683760683760686
STEP 1211 EPOCH 2.07
STEP 1212 EPOCH 2.07
STEP 1213 EPOCH 2.07
STEP 1214 EPOCH 2.08
STEP 1215 EPOCH 2.08
STEP 1216 EPOCH 2.08
STEP 1217 EPOCH 2.08
STEP 1218 EPOCH 2.08
STEP 1219 EPOCH 2.08
STEP 1220 EPOCH 2.09
LOG loss=0.0967, grad_norm=0.23255841434001923, learning_rate=1.596866096866097e-05, epoch=2.0854700854700856
STEP 1221 EPOCH 2.09
STEP 1222 EPOCH 2.09
STEP 1223 EPOCH 2.09
STEP 1224 EPOCH 2.09
STEP 1225 EPOCH 2.09
STEP 1226 EPOCH 2.10
STEP 1227 EPOCH 2.10
STEP 1228 EPOCH 2.10
STEP 1229 EPOCH 2.10
STEP 1230 EPOCH 2.10
LOG loss=0.0103, grad_norm=24.42828369140625, learning_rate=1.5826210826210826e-05, epoch=2.1025641025641026
STEP 1231 EPOCH 2.10
STEP 1232 EPOCH 2.11
STEP 1233 EPOCH 2.11
STEP 1234 EPOCH 2.11
STEP 1235 EPOCH 2.11
STEP 1236 EPOCH 2.11
STEP 1237 EPOCH 2.11
STEP 1238 EPOCH 2.12
STEP 1239 EPOCH 2.12
STEP 1240 EPOCH 2.12
LOG loss=0.0818, grad_norm=0.18323633074760437, learning_rate=1.5683760683760683e-05, epoch=2.1196581196581197
STEP 1241 EPOCH 2.12
STEP 1242 EPOCH 2.12
STEP 1243 EPOCH 2.12
STEP 1244 EPOCH 2.13
STEP 1245 EPOCH 2.13
STEP 1246 EPOCH 2.13
STEP 1247 EPOCH 2.13
STEP 1248 EPOCH 2.13
STEP 1249 EPOCH 2.14
STEP 1250 EPOCH 2.14
LOG loss=0.3554, grad_norm=8.624157905578613, learning_rate=1.554131054131054e-05, epoch=2.1367521367521367
STEP 1251 EPOCH 2.14
STEP 1252 EPOCH 2.14
STEP 1253 EPOCH 2.14
STEP 1254 EPOCH 2.14
STEP 1255 EPOCH 2.15
STEP 1256 EPOCH 2.15
STEP 1257 EPOCH 2.15
STEP 1258 EPOCH 2.15
STEP 1259 EPOCH 2.15
STEP 1260 EPOCH 2.15
LOG loss=0.0623, grad_norm=0.07274512201547623, learning_rate=1.5398860398860398e-05, epoch=2.1538461538461537
STEP 1261 EPOCH 2.16
STEP 1262 EPOCH 2.16
STEP 1263 EPOCH 2.16
STEP 1264 EPOCH 2.16
STEP 1265 EPOCH 2.16
STEP 1266 EPOCH 2.16
STEP 1267 EPOCH 2.17
STEP 1268 EPOCH 2.17
STEP 1269 EPOCH 2.17
STEP 1270 EPOCH 2.17
LOG loss=0.0971, grad_norm=45.519840240478516, learning_rate=1.5256410256410255e-05, epoch=2.1709401709401708
STEP 1271 EPOCH 2.17
STEP 1272 EPOCH 2.17
STEP 1273 EPOCH 2.18
STEP 1274 EPOCH 2.18
STEP 1275 EPOCH 2.18
STEP 1276 EPOCH 2.18
STEP 1277 EPOCH 2.18
STEP 1278 EPOCH 2.18
STEP 1279 EPOCH 2.19
STEP 1280 EPOCH 2.19
LOG loss=0.003, grad_norm=1.5427244901657104, learning_rate=1.5113960113960113e-05, epoch=2.1880341880341883
